Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
0,Domestic Shorthair,Mix,0,1,,Young,Normal,5/31/2019 10:50 AM,Clinic,Spay,,,5/31/2019 10:51 AM,5/31/2019 10:51 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Young,Normal,5/31/2019 10:53 AM,Clinic,Neuter,,,5/31/2019 10:54 AM,5/31/2019 10:54 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Adult,Normal,5/31/2019 11:00 AM,Clinic,Spay,,,5/31/2019 11:02 AM,5/31/2019 11:02 AM,Clinic Out,Other,,
1,"Terrier, Boston",Mix,0,1,5.0,Young,Normal,5/31/2019 11:07 AM,Clinic,Spay,,,5/31/2019 11:08 AM,5/31/2019 11:08 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Adult,Normal,5/31/2019 11:12 AM,Clinic,Neuter,,,5/31/2019 11:14 AM,5/31/2019 11:14 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Adult,Normal,5/31/2019 11:34 AM,Clinic,Neuter,,,5/31/2019 11:35 AM,5/31/2019 11:35 AM,Clinic Out,Other,,
1,"Terrier, Yorkshire","Poodle, Miniature",1,1,12.0,Adult,Normal,5/31/2019 11:39 AM,Clinic,Neuter,,,5/31/2019 11:40 AM,5/31/2019 11:40 AM,Clinic Out,Other,,
1,Boxer,Mix,1,1,24.0,Adult,Normal,5/31/2019 11:42 AM,Clinic,Neuter,,,5/31/2019 11:43 AM,5/31/2019 11:43 AM,Clinic Out,Other,,
1,Boxer,Mix,0,1,24.0,Adult,Normal,5/31/2019 11:45 AM,Clinic,Spay,,,5/31/2019 11:46 AM,5/31/2019 11:46 AM,Clinic Out,Other,,
1,Boxer,Mix,0,1,4.0,Young,Normal,5/31/2019 11:47 AM,Clinic,Spay,,,5/31/2019 11:48 AM,5/31/2019 11:48 AM,Clinic Out,Other,,
1,German Shepherd,Mix,1,1,7.0,Young,Normal,5/31/2019 11:51 AM,Clinic,Neuter,,,5/31/2019 11:52 AM,5/31/2019 11:52 AM,Clinic Out,Other,,
1,Maltese,Shih Tzu,1,1,12.0,Adult,Normal,5/31/2019 11:55 AM,Clinic,Neuter,,,5/31/2019 11:56 AM,5/31/2019 11:56 AM,Clinic Out,Other,,
1,American Blue Heeler,Mix,0,1,24.0,Adult,Normal,5/31/2019 12:01 PM,Clinic,Spay,,,5/31/2019 12:02 PM,5/31/2019 12:02 PM,Clinic Out,Other,,
3,Lop,Lop,1,1,11.0,Adult,Normal,5/31/2019 11:54 AM,Owner/Guardian Surrender,For Adoption,Can't Afford,,7/13/2019 12:57 PM,7/13/2019 12:57 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,48.0,Adult,Normal,6/3/2019 12:00 PM,Owner/Guardian Surrender,For Adoption,Other,,11/27/2019 2:19 PM,11/27/2019 2:19 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,9.0,Young,Normal,6/3/2019 12:16 PM,Stray,Public Drop Off,,,7/29/2019 11:58 AM,7/29/2019 11:58 AM,Adoption,Adoption Center,,
4,Domestic,Domestic,0,0,5.0,Young,Normal,6/3/2019 1:46 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,8/3/2019 3:50 PM,8/3/2019 3:50 PM,Adoption,Adoption Center,,
4,Domestic,Domestic,0,0,5.0,Young,Normal,6/3/2019 1:46 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,8/3/2019 3:50 PM,8/3/2019 3:50 PM,Adoption,Adoption Center,,
4,Domestic,Domestic,0,0,5.0,Young,Normal,6/3/2019 1:46 PM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,8/3/2019 3:50 PM,8/3/2019 3:50 PM,Adoption,Adoption Center,,
1,"Chihuahua, Short Coat",Mix,0,0,25.0,Adult,Fearful,6/7/2019 7:02 PM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,9/18/2019 6:01 PM,,Euthanasia,Temperment,,
0,Domestic Shorthair,Mix,0,1,1.0,Young,Normal,6/8/2019 4:30 PM,Owner/Guardian Surrender,For Adoption,Allergies,,7/17/2019 5:42 PM,7/17/2019 5:42 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,22.0,Adult,Injured,6/10/2019 10:51 AM,Stray,ACO / Police Drop Off,,,9/17/2019 9:57 AM,9/17/2019 9:57 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,,Young,Normal,6/13/2019 1:44 PM,Stray,ACO / Police Drop Off,,,7/2/2019 12:23 PM,7/2/2019 12:23 PM,Adoption,Adoption Center,,
0,Domestic Longhair,Mix,0,1,119.0,Senior,Normal,6/13/2019 10:53 AM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,7/28/2019 11:12 AM,7/28/2019 11:12 AM,Adoption,Adoption Center,,
0,Domestic Medium Hair,Mix,0,1,35.0,Adult,Normal,6/13/2019 10:53 AM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,8/12/2019 10:39 AM,8/12/2019 10:39 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,35.0,Adult,Normal,6/13/2019 10:53 AM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,10/5/2019 2:35 PM,10/5/2019 2:35 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,35.0,Adult,Normal,6/13/2019 10:53 AM,Owner/Guardian Surrender,For Adoption,Time - Not Enough,,9/13/2019 5:38 PM,9/13/2019 5:38 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,7.0,Adult,Normal,6/13/2019 11:02 AM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,12/14/2019 2:06 PM,12/14/2019 2:06 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,7.0,Adult,Normal,6/13/2019 11:02 AM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,3/2/2021 11:44 AM,3/2/2021 11:44 AM,Transfer Out,For Adoption,For Adoption,Orphan Animal Rescue - OARS
0,Domestic Shorthair,Mix,0,1,7.0,Adult,Normal,6/13/2019 11:02 AM,Owner/Guardian Surrender,For Adoption,Too Many Pets,,11/15/2019 6:46 PM,11/15/2019 6:46 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,1.0,Young,Normal,6/14/2019 12:06 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,9/21/2019 1:06 PM,9/21/2019 1:06 PM,Adoption,Adoption Center,,
0,Domestic Medium Hair,Mix,0,1,1.0,Young,Normal,6/13/2019 12:08 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,9/18/2019 2:43 PM,9/18/2019 2:43 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,1.0,Young,Normal,6/13/2019 12:08 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/19/2019 2:44 PM,10/19/2019 2:44 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,1.0,Young,Normal,6/13/2019 12:08 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,9/30/2019 2:09 PM,9/30/2019 2:09 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,4.0,Young,Normal,10/2/2019 2:44 PM,Return,Within Exchange Period,Other,,10/19/2019 2:44 PM,10/19/2019 2:44 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,1.0,Young,Normal,6/13/2019 12:08 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,9/21/2019 1:06 PM,9/21/2019 1:06 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,1.0,Young,Normal,6/13/2019 12:08 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,8/10/2019 1:01 PM,8/10/2019 1:01 PM,Adoption,Adoption Center,,
0,Domestic Medium Hair,Mix,0,0,,Young,Normal,6/15/2019 12:40 PM,Stray,Public Drop Off,,,6/19/2019 4:01 PM,6/19/2019 4:01 PM,Return to Owner/Guardian,Stray Reclaim,,
0,Domestic Shorthair,Mix,1,1,11.0,Young,Normal,6/18/2019 2:10 PM,Stray,ACO / Police Drop Off,,,6/19/2019 10:01 AM,6/19/2019 10:01 AM,Return to Owner/Guardian,Stray Reclaim,,
0,Domestic Shorthair,Mix,1,1,11.0,Adult,Normal,6/19/2019 10:02 AM,Owner/Guardian Surrender,For Adoption,Can't Afford,,9/25/2019 6:29 PM,9/25/2019 6:29 PM,Adoption,Adoption Center,,
1,Beagle,Mix,1,1,,Adult,Normal,6/19/2019 4:36 PM,Stray,ACO / Police Drop Off,,,6/19/2019 4:39 PM,6/19/2019 4:39 PM,Return to Owner/Guardian,Stray Reclaim,,
1,Beagle,Mix,1,1,,Adult,Normal,9/30/2019 12:50 PM,Stray,Public Drop Off,,,9/30/2019 2:45 PM,9/30/2019 2:45 PM,Return to Owner/Guardian,Stray Reclaim,,
0,Domestic Shorthair,Mix,1,1,4.0,Young,Normal,6/19/2019 4:53 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,2/4/2020 11:25 AM,2/4/2020 11:25 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,4.0,Young,Normal,6/19/2019 4:56 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,9/10/2019 12:27 PM,9/10/2019 12:27 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,4.0,Young,Normal,6/19/2019 4:56 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,1/4/2020 12:55 PM,1/4/2020 12:55 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,3.0,Young,Normal,6/19/2019 5:01 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/4/2019 3:01 PM,10/4/2019 3:01 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,3.0,Young,Normal,6/19/2019 5:01 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/30/2019 6:39 PM,10/30/2019 6:39 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,3.0,Young,Normal,6/19/2019 5:01 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/2/2019 2:46 PM,10/2/2019 2:46 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,3.0,Young,Normal,6/19/2019 5:01 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,8/12/2019 1:26 PM,8/12/2019 1:26 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,11.0,Adult,Normal,6/19/2019 10:04 AM,Owner/Guardian Surrender,For Adoption,Can't Afford,,9/25/2019 6:29 PM,9/25/2019 6:29 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,3.0,Baby,Normal,6/21/2019 5:14 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,4/18/2020 11:55 AM,4/18/2020 11:55 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,3.0,Baby,Normal,6/21/2019 5:14 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,10/27/2019 1:13 PM,10/27/2019 1:13 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,3.0,Baby,Normal,6/21/2019 5:14 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,2/1/2020 3:09 PM,2/1/2020 3:09 PM,Adoption,Adoption Center,,
1,Rottweiler,Mix,1,1,23.0,Adult,Normal,6/24/2019 11:48 AM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,7/5/2019 2:57 PM,7/5/2019 2:57 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,1.0,Young,Normal,6/25/2019 10:42 AM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,8/21/2019 5:05 PM,8/21/2019 5:05 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,10.0,Young,Normal,6/26/2019 6:51 PM,Stray,ACO / Police Drop Off,,,4/26/2021 1:40 PM,4/26/2021 1:40 PM,Adoption,Adoption Center,,
1,Beagle,Mix,0,1,,Adult,Normal,6/27/2019 2:11 PM,Stray,ACO / Police Drop Off,,,6/27/2019 2:43 PM,6/27/2019 2:43 PM,Return to Owner/Guardian,Stray Reclaim,,
0,Domestic Medium Hair,Mix,1,1,2.0,Baby,Normal,6/28/2019 6:34 PM,Stray,Public Drop Off,,,7/12/2019 5:31 PM,7/12/2019 5:31 PM,Adoption,Adoption Center,,
1,"Retriever, Labrador",Shepherd,1,1,1.0,Baby,Normal,11/29/2019 3:38 PM,Owner/Guardian Surrender,For Adoption,Other,,12/26/2019 11:55 AM,12/26/2019 11:55 AM,Adoption,Adoption Center,,
1,Beagle,Mix,0,1,72.0,Adult,Normal,11/29/2019 7:10 PM,Transfer In,For Adoption,Ready for Adoption,Bichon and Little Buddies Rescue,12/16/2019 12:32 PM,12/16/2019 12:32 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,23.0,Adult,Injured,12/10/2019 3:15 PM,Stray,ACO / Police Drop Off,,,6/11/2020 7:19 PM,6/11/2020 7:19 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,24.0,Adult,Normal,12/13/2019 10:30 AM,Clinic,Neuter,,,12/13/2019 10:32 AM,12/13/2019 10:32 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,24.0,Adult,Normal,12/13/2019 10:35 AM,Clinic,Neuter,,,12/13/2019 10:36 AM,12/13/2019 10:36 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Adult,Normal,12/13/2019 10:51 AM,Clinic,Neuter,,,12/13/2019 10:54 AM,12/13/2019 10:54 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Adult,Normal,12/13/2019 10:51 AM,Clinic,Neuter,,,12/13/2019 10:54 AM,12/13/2019 10:54 AM,Clinic Out,Other,,
1,"Chihuahua, Short Coat",Mix,0,1,17.0,Adult,Normal,12/13/2019 11:00 AM,Clinic,Spay,,,12/13/2019 11:04 AM,12/13/2019 11:04 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,12.0,Adult,Normal,12/13/2019 11:12 AM,Clinic,Neuter,,,12/13/2019 11:13 AM,12/13/2019 11:13 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,7.0,Young,Normal,12/13/2019 11:15 AM,Clinic,Spay,,,12/13/2019 11:17 AM,12/13/2019 11:17 AM,Clinic Out,Other,,
1,"Chihuahua, Short Coat",Mix,1,1,96.0,Adult,Normal,12/13/2019 11:35 AM,Clinic,Neuter,,,12/13/2019 11:37 AM,12/13/2019 11:37 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,0,1,,Adult,Normal,12/13/2019 11:42 AM,Clinic,Neuter,,,12/13/2019 11:45 AM,12/13/2019 11:45 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Adult,Normal,12/13/2019 11:42 AM,Clinic,Neuter,,,12/13/2019 11:47 AM,12/13/2019 11:47 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Young,Normal,12/13/2019 11:51 AM,Clinic,Neuter,,,12/13/2019 11:53 AM,12/13/2019 11:53 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,,Young,Normal,12/13/2019 11:51 AM,Clinic,Neuter,,,12/13/2019 11:55 AM,12/13/2019 11:55 AM,Clinic Out,Other,,
0,Domestic Shorthair,Mix,1,1,29.0,Adult,Normal,12/13/2019 12:00 PM,Clinic,Neuter,,,12/13/2019 12:03 PM,12/13/2019 12:03 PM,Clinic Out,Other,,
1,Terrier,Mix,0,1,48.0,Adult,Normal,12/13/2019 12:05 PM,Clinic,Spay,,,12/13/2019 12:07 PM,12/13/2019 12:07 PM,Clinic Out,Other,,
1,"Vizsla, Smooth Haired",Mix,1,1,5.0,Young,Normal,12/14/2019 2:55 PM,Owner/Guardian Surrender,For Adoption,Allergies,,1/3/2020 4:24 PM,1/3/2020 4:24 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,11.0,Adult,Normal,12/18/2019 6:15 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,1/8/2020 2:06 PM,1/8/2020 2:06 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,2.0,Young,Normal,12/18/2019 6:15 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,3/4/2020 2:44 PM,3/4/2020 2:44 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,2.0,Young,Normal,12/18/2019 6:15 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,3/13/2020 3:00 PM,3/13/2020 3:00 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,0,1,6.0,Young,Normal,12/18/2019 6:43 PM,Stray,ACO / Police Drop Off,,,1/5/2020 11:51 AM,1/5/2020 11:51 AM,Adoption,Adoption Center,,
1,Beagle,,0,1,11.0,Young,Normal,12/22/2019 1:37 PM,Owner/Guardian Surrender,For Adoption,Other,,1/5/2020 12:25 PM,1/5/2020 12:25 PM,Adoption,Adoption Center,,
1,"Dachshund, Standard Smooth Haired",Mix,1,1,,Senior,Normal,12/13/2019 1:44 PM,Stray,Abandoned,,,9/14/2020 2:08 PM,9/14/2020 2:08 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,6.0,Young,Normal,12/22/2019 2:07 PM,Stray,Public Drop Off,,,2/16/2020 11:28 AM,2/16/2020 11:28 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,6.0,Young,Normal,12/22/2019 2:07 PM,Stray,Public Drop Off,,,6/28/2020 10:58 AM,6/28/2020 10:58 AM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/12/2019 1:21 PM,3/12/2019 1:21 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/23/2019 3:18 PM,3/23/2019 3:18 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/17/2019 11:52 AM,3/17/2019 11:52 AM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,1,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,2/26/2019 11:59 AM,2/26/2019 11:59 AM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/9/2019 1:05 PM,3/9/2019 1:05 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,1,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/13/2019 2:30 PM,3/13/2019 2:30 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,2/17/2019 12:29 PM,2/17/2019 12:29 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,1,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/29/2019 2:58 PM,3/29/2019 2:58 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,1,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,2/17/2019 12:19 PM,2/17/2019 12:19 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/8/2019 6:26 PM,3/8/2019 6:26 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/9/2019 12:53 PM,3/9/2019 12:53 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,1,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,3/17/2019 11:34 AM,3/17/2019 11:34 AM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,0,1,1.0,Baby,Normal,1/25/2019 2:47 PM,Owner/Guardian Surrender,For Adoption,Other,,2/17/2019 10:59 AM,2/17/2019 10:59 AM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,11.0,Adult,Sick,1/26/2019 7:19 PM,Stray,ACO / Police Drop Off,,,5/1/2019 5:02 PM,5/1/2019 5:02 PM,Adoption,Adoption Center,,
0,Siamese,Domestic Shorthair,0,1,179.0,Senior,Sick,1/30/2019 10:44 AM,Owner/Guardian Surrender,Euthanasia Owner Request,Health Issues of cat,,2/1/2019 5:02 PM,,Euthanasia,Disease - Chronic,,
0,Domestic Shorthair,Mix,0,1,8.0,Young,Normal,2/1/2019 8:02 PM,Owner/Guardian Surrender,For Adoption,Can't Afford,,2/22/2020 3:36 PM,2/22/2020 3:36 PM,Adoption,Adoption Center,,
1,Australian Shepherd,Mix,1,1,,Adult,Normal,2/3/2019 1:43 PM,Owner/Guardian Surrender,For Adoption,Other,,4/25/2021 12:17 PM,,Euthanasia,Disease - Chronic,,
1,"Terrier, Rat",Shih Tzu,1,1,29.0,Adult,Normal,2/5/2019 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,2/19/2019 11:04 AM,2/19/2019 11:04 AM,Adoption,Adoption Center,,
1,"Terrier, Russell",Border Collie,0,1,1.0,Baby,Normal,2/5/2019 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,3/15/2019 6:18 PM,3/15/2019 6:18 PM,Adoption,Adoption Center,,
1,"Terrier, Russell",Border Collie,1,1,1.0,Baby,Normal,2/5/2019 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,3/25/2019 10:19 AM,3/25/2019 10:19 AM,Adoption,Adoption Center,,
1,"Terrier, Russell",Border Collie,1,1,3.0,Baby,Normal,3/27/2019 2:31 PM,Return,Within Exchange Period,Other,,4/24/2019 3:35 PM,4/24/2019 3:35 PM,Adoption,Adoption Center,,
1,"Terrier, Russell",Border Collie,1,1,1.0,Baby,Normal,2/5/2019 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,3/14/2019 1:06 PM,3/14/2019 1:06 PM,Adoption,Adoption Center,,
1,"Terrier, Russell",Border Collie,0,1,1.0,Baby,Normal,2/5/2019 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,3/18/2019 1:22 PM,3/18/2019 1:22 PM,Adoption,Adoption Center,,
1,"Terrier, Russell",Border Collie,1,1,1.0,Baby,Normal,2/5/2019 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,3/8/2019 5:20 PM,3/8/2019 5:20 PM,Adoption,Adoption Center,,
1,"Terrier, Russell",Border Collie,0,1,1.0,Baby,Normal,2/5/2019 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,3/9/2019 2:17 PM,3/9/2019 2:17 PM,Adoption,Adoption Center,,
1,"Terrier, Rat",Shih Tzu,1,1,1.0,Baby,Normal,2/5/2019 4:08 PM,Owner/Guardian Surrender,For Adoption,Other,,2/28/2019 12:47 PM,2/28/2019 12:47 PM,Adoption,Adoption Center,,
1,American Blue Heeler,Mix,1,0,23.0,Adult,Normal,2/9/2019 2:10 PM,Owner/Guardian Surrender,For Adoption,Found/Can't Keep,,5/15/2019 1:04 PM,,Euthanasia,Temperment,,
1,Plott Hound,Mix,1,1,50.0,Adult,Normal,2/15/2019 6:10 PM,Owner/Guardian Surrender,For Adoption,Landlord Objection,,3/20/2019 5:08 PM,3/20/2019 5:08 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,46.0,Adult,Normal,2/18/2019 3:17 PM,Owner/Guardian Surrender,For Adoption,Allergies,,4/3/2019 2:36 PM,4/3/2019 2:36 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,54.0,Adult,Normal,10/10/2019 10:58 AM,Return,Beyond Exchange Period,Death of Owner,,10/10/2019 11:10 AM,10/10/2019 11:10 AM,Adoption,Other Offsite,,
1,"Chihuahua, Short Coat",Mix,1,1,83.0,Senior,Normal,2/18/2019 10:35 AM,Stray,Public Drop Off,,,3/15/2019 4:53 PM,3/15/2019 4:53 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,1,23.0,Adult,Normal,2/21/2019 1:56 PM,Stray,Public Drop Off,,,11/13/2019 4:43 PM,11/13/2019 4:43 PM,Adoption,Adoption Center,,
1,"Terrier, Yorkshire",Mix,1,1,36.0,Adult,Normal,2/22/2019 10:50 AM,Clinic,Neuter,,,2/22/2019 10:55 AM,2/22/2019 10:55 AM,Clinic Out,Other,,
0,Domestic Medium Hair,Mix,0,1,6.0,Young,Normal,2/27/2019 3:32 PM,Owner/Guardian Surrender,For Adoption,Moving,,3/17/2019 1:20 PM,3/17/2019 1:20 PM,Adoption,Adoption Center,,
1,"Retriever, Labrador",Mix,0,1,,Adult,Normal,2/21/2019 11:28 AM,Stray,ACO / Police Drop Off,,,2/26/2019 11:34 AM,2/26/2019 11:34 AM,Return to Owner/Guardian,Stray Reclaim,,
0,Domestic Shorthair,Mix,0,1,59.0,Young,Normal,3/1/2019 10:48 AM,Stray,ACO / Police Drop Off,,,3/17/2019 1:02 PM,3/17/2019 1:02 PM,Adoption,Adoption Center,,
1,"Terrier, Yorkshire","Poodle, Toy",1,1,83.0,Adult,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,10/9/2019 2:42 PM,10/9/2019 2:42 PM,Adoption,Adoption Center,,
1,Shepherd,American Blue Heeler,1,1,2.0,Baby,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,4/13/2019 4:52 PM,4/13/2019 4:52 PM,Adoption,Adoption Center,,
1,Shepherd,American Blue Heeler,1,1,2.0,Baby,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,3/29/2019 4:52 PM,3/29/2019 4:52 PM,Adoption,Adoption Center,,
1,Shepherd,American Blue Heeler,1,1,2.0,Baby,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,3/29/2019 5:50 PM,3/29/2019 5:50 PM,Adoption,Adoption Center,,
1,Shepherd,American Blue Heeler,0,1,2.0,Baby,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,8/21/2019 1:57 PM,8/21/2019 1:57 PM,Adoption,Adoption Center,,
1,Shepherd,American Blue Heeler,0,1,8.0,Baby,Normal,9/11/2019 4:08 PM,Return,Within Exchange Period,Behavior Problem,,1/31/2020 2:04 PM,,Euthanasia,Temperment,,
1,Shepherd,American Blue Heeler,0,1,2.0,Baby,Normal,2/22/2019 12:00 AM,Owner/Guardian Surrender,For Adoption,Other,,6/14/2019 5:29 PM,6/14/2019 5:29 PM,Adoption,Adoption Center,,
0,Domestic Shorthair,Mix,1,0,84.0,Adult,Fearful,3/3/2019 3:16 PM,Owner/Guardian Surrender,For Adoption,Elderly/Can't care for,,4/1/2019 2:28 PM,,Euthanasia,Temperment,,
